athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place
Finnia Wunram,GER,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"7,585.50",5
Lea Boy,GER,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"7,596.80",6
Muran Tian,CHN,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"7,621.10",7
Yawen Hou,CHN,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"7,623.60",8
Rachele Bruni,ITA,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"7,623.70",9
Viviane Jungblut,BRA,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"7,628.20",10
Anna Olasz,HUN,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"7,631.10",11
Fuwei Dong,CHN,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"7,692.60",12
Mikayla Messer,AUS,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"7,742.50",13
Sun Jia Sun,CHN,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"7,864.30",14
Xiaoxiao Niu,CHN,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"7,864.50",15
Xu Chu,CHN,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"8,020.20",16
Ru Yi Yu,CHN,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"8,021.40",17
Ci Chen,CHN,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"8,021.80",18
Jia Yi Lu,CHN,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"8,032.00",19
Tsz Yin Nip,HKG,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"8,137.50",20
Jessica Lavin,AUS,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"8,199.70",21
Katawan Teeka,THA,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"8,684.40",22
Sheung Wai Ho,HKG,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"8,692.60",23
Ka Ching Leung,HKG,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"8,998.70",24
Paguypha Leelahanon,THA,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"9,318.40",25
Neeranuch Ponglangka,THA,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"9,323.50",26
Warisara Khaengkun,THA,09/16/2018,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,33,"9,349.60",27
end,,,2018_09_16_Chun'An_10km_W,,,,,,,
Arianna Bridi,ITA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,221.80",1
Rachele Bruni,ITA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,225.70",2
Ana Marcela Cunha,BRA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,226.20",3
Esmee Vermeulen,NED,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,226.40",4
Aurelie Muller,FRA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,227.00",5
Sharon Van Rouwendaal,NED,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,227.40",6
Finnia Wunram,GER,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,228.40",7
Giulia Gabbrielleschi,ITA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,230.50",8
Martina De Memme,ITA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,232.30",9
Leonie Beck,GER,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,235.90",10
Maria De Valdes,ESP,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,237.30",11
Lara Grangeon De Villele,FRA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,239.70",12
Oceane Cassignol,FRA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,344.30",13
Viviane Jungblut,BRA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,346.70",14
Muran Tian,CHN,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,432.80",15
Lisa Pou,FRA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,442.40",16
Yawen Hou,CHN,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,443.50",17
Xin Xin,CHN,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,444.10",18
Adeline Furst,FRA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,456.50",19
Lea Boy,GER,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,456.90",20
Samantha Arevalo,ECU,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,460.10",21
Caroline Laure Jouisse,FRA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,463.10",22
Morgane Dornic,FRA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,466.20",23
Alice Dearing,GBR,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,466.80",24
Sofia Kolesnikova,RUS,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,470.20",25
Sarah Bosslet,GER,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,477.20",26
Svenja Zihsler,GER,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,501.50",27
Michelle Weber,RSA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,504.80",28
Minami Niikura,JPN,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,527.40",29
Xu Chu,CHN,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,692.50",30
Ane De La Fuente Fiano,ESP,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,692.70",31
Danielle Huskisson,GBR,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,694.00",32
Alena Benesova,CZE,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,694.30",33
Stephanie Horner,CAN,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,742.70",34
Valeriia Ermakova,RUS,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,867.10",35
Vasiliki Kadoglu,BUL,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,908.90",36
Krystyna Panchishko,UKR,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,985.00",37
Justyna Burska,POL,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"8,019.30",38
Carla Goyanes Garcia,ESP,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"8,035.00",39
Karolina Dubcakova,SVK,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"8,058.40",40
Tsz Yin Nip,HKG,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"8,164.70",41
Cho Ying Wong,HKG,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"8,327.50",42
Nada Osman,EGY,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"8,331.20",43
Pac Tung Nikita Lam,HKG,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"8,654.90",44
Sheung Wai Ho,HKG,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"8,672.30",45
Kathriana Gustianjani,INA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"8,711.00",46
end,,,2018_11_09_AbuDhabi_10km_W,,,,,,,
Barbara Pozzobon,ITA,02/03/2019,FINA Grand Prix,"Santa Fe, ARG",15,NW,Neutral,11,"12,041.96",1
Pilar Geijo,ARG,02/03/2019,FINA Grand Prix,"Santa Fe, ARG",15,NW,Neutral,11,"12,415.85",2
Romina Soledad Imwinkelried,ARG,02/03/2019,FINA Grand Prix,"Santa Fe, ARG",15,NW,Neutral,11,"12,651.43",3
Martina Oriozabala,ARG,02/03/2019,FINA Grand Prix,"Santa Fe, ARG",15,NW,Neutral,11,"13,105.55",4
Erika Yenssen,ARG,02/03/2019,FINA Grand Prix,"Santa Fe, ARG",15,NW,Neutral,11,"13,228.34",5
Daira Marin,ARG,02/03/2019,FINA Grand Prix,"Santa Fe, ARG",15,NW,Neutral,11,"13,881.78",6
end,,,2019_02_03_SantaFe_15km_W,,,,,,,
Cecilia Biagioli,ARG,02/09/2019,FINA Grand Prix,"Rosario, ARG",15,NW,Neutral,11,"9,190.00",1
Barbara Pozzobon,ITA,02/09/2019,FINA Grand Prix,"Rosario, ARG",15,NW,Neutral,11,"9,407.00",2
Julia Arino,ARG,02/09/2019,FINA Grand Prix,"Rosario, ARG",15,NW,Neutral,11,"9,424.00",3
Pilar Geijo,ARG,02/09/2019,FINA Grand Prix,"Rosario, ARG",15,NW,Neutral,11,"9,519.00",4
Romina Soledad Imwinkelried,ARG,02/09/2019,FINA Grand Prix,"Rosario, ARG",15,NW,Neutral,11,"10,311.00",5
Vicenianavarro,VEN,02/09/2019,FINA Grand Prix,"Rosario, ARG",15,NW,Neutral,11,"10,810.00",6
Rita Vanesa Garcia,ARG,02/09/2019,FINA Grand Prix,"Rosario, ARG",15,NW,Neutral,11,"10,812.00",7
Daira Marin,ARG,02/09/2019,FINA Grand Prix,"Rosario, ARG",15,NW,Neutral,11,"10,844.00",8
end,,,2019_02_09_Rosario_15km_W,,,,,,,
Ana Marcela Cunha,BRA,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,431.50",1
Kareena Lee,AUS,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,432.00",2
Rachele Bruni,ITA,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,433.00",3
Haley Anderson,USA,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,435.40",4
Leonie Beck,GER,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,435.80",5
Giulia Gabbrielleschi,ITA,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,438.20",6
Yawen Hou,CHN,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,439.00",7
Arianna Bridi,ITA,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,440.20",8
Hannah Moore,USA,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,440.30",9
Ashley Twichell,USA,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,441.60",10
Chloe Gubecka,AUS,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,443.50",11
Sharon Van Rouwendaal,NED,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,445.20",12
Finnia Wunram,GER,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,445.50",13
Erica Sullivan,USA,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,449.30",14
Reka Rohacs,HUN,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,452.30",15
Katy Campbell,USA,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,452.60",16
Mackenzie Brazier,AUS,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,453.20",17
Xin Xin,CHN,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,456.80",18
Paula Ruiz Bravo,ESP,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,458.40",19
Lea Boy,GER,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,459.80",20
Anna Olasz,HUN,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,461.20",21
Angelica Andre,POR,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,461.60",22
Fuwei Dong,CHN,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,464.50",23
Martina De Memme,ITA,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,466.10",24
Samantha Arevalo,ECU,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,468.80",25
Kalliopi Araouzou,GRE,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,469.00",26
Esmee Vermeulen,NED,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,469.30",27
Minami Niikura,JPN,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,470.10",28
Sarah Bosslet,GER,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,470.30",29
Chelsea Gubecka,AUS,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,470.50",30
Onon Katalin Somenek,HUN,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,481.40",31
Angela Maurer,GER,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,488.40",32
Viviane Jungblut,BRA,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,492.60",33
Alice Dearing,GBR,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,525.50",34
Danielle Huskisson,GBR,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,561.90",35
Chase Travis,USA,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,567.60",36
Becca Mann,USA,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,578.40",37
Jeannette Spiwoks,GER,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,623.80",38
Jordan White,AUS,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,624.20",39
Polly Isabella Holden,GBR,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,647.10",40
Krystyna Panchishko,UKR,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,676.20",41
Mariah Denigan,USA,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,714.80",42
Vasiliki Kadoglu,BUL,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,788.30",43
Carla Goyanes Garcia,ESP,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,788.50",44
Alice Franco,ITA,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,801.60",45
Muran Tian,CHN,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,823.10",46
Yukimi Moriyama,JPN,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,827.60",47
Mira Szimcsak,HUN,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,964.20",48
Luca Vas,HUN,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"7,972.70",49
Yi-Chen Wang,TPE,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"8,583.70",50
Aleyna Nur Sungur,TUR,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"8,764.60",51
Hsin-Yi Fang,TPE,02/16/2019,FINA World Cup,"Doha, QAT",10,NW,Neutral,52,"8,945.70",52
end,,,2019_02_16_Doha_10km_W,,,,,,,
Arianna Bridi,ITA,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,293.90",1
Ana Marcela Cunha,BRA,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,294.10",2
Lara Grangeon De Villele,FRA,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,301.10",3
Rachele Bruni,ITA,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,301.70",4
Aurelie Muller,FRA,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,304.40",5
Kareena Lee,AUS,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,315.70",6
Angelica Andre,POR,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,317.00",7
Chelsea Gubecka,AUS,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,317.10",8
Anna Olasz,HUN,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,317.50",9
Mackenzie Brazier,AUS,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,317.90",10
Chloe Gubecka,AUS,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,318.40",11
Esmee Vermeulen,NED,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,319.90",12
Fuwei Dong,CHN,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,320.00",13
Samantha Arevalo,ECU,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,320.70",14
Yawen Hou,CHN,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,323.70",15
Reka Rohacs,HUN,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,324.10",16
Madisyn Armstrong,AUS,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,325.50",17
Xin Xin,CHN,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,343.60",18
Siyu Yan,CHN,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,353.20",19
Mira Szimcsak,HUN,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,434.40",20
Onon Katalin Somenek,HUN,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,451.30",21
Luomeng Ren,CHN,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,459.90",22
Alena Benesova,CZE,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,478.10",23
Jordan White,AUS,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,483.40",24
Caroline Laure Jouisse,FRA,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,516.80",25
Luca Vas,HUN,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,616.80",26
Aricia Peree,BRA,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,623.70",27
Ellen Olsson,SWE,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,651.40",28
Xu Chu,CHN,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"7,749.70",29
Amica De Jager,RSA,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"8,022.00",30
Sofie Frichot,SEY,05/12/2019,FINA World Cup,"Seychelles, SEY",10,NW,Neutral,34,"9,029.90",31
end,,,2019_05_12_Seychelles_10km_W,,,,,,,
Ana Marcela Cunha,BRA,06/08/2019,FINA World Cup,"Setubal, POR",10,NW,Neutral,21,"6,072.01",1
Rachele Bruni,ITA,06/08/2019,FINA World Cup,"Setubal, POR",10,NW,Neutral,21,"6,072.01",2
Samantha Arevalo,ECU,06/08/2019,FINA World Cup,"Setubal, POR",10,NW,Neutral,21,"6,078.01",3
Arianna Bridi,ITA,06/08/2019,FINA World Cup,"Setubal, POR",10,NW,Neutral,21,"6,079.01",4
Angelica Andre,POR,06/08/2019,FINA World Cup,"Setubal, POR",10,NW,Neutral,21,"6,079.01",5
Caroline Laure Jouisse,FRA,06/08/2019,FINA World Cup,"Setubal, POR",10,NW,Neutral,21,"6,080.00",6
Cecilia Biagioli,ARG,06/08/2019,FINA World Cup,"Setubal, POR",10,NW,Neutral,21,"6,090.00",7
Yumi Kida,JPN,06/08/2019,FINA World Cup,"Setubal, POR",10,NW,Neutral,21,"6,113.01",8
Maria Bramont-Arias,PER,06/08/2019,FINA World Cup,"Setubal, POR",10,NW,Neutral,21,"6,137.00",9
Maria Vilas,ESP,06/08/2019,FINA World Cup,"Setubal, POR",10,NW,Neutral,21,"6,169.01",10
Minami Niikura,JPN,06/08/2019,FINA World Cup,"Setubal, POR",10,NW,Neutral,21,"6,213.01",11
Betina Lorscheitter,BRA,06/08/2019,FINA World Cup,"Setubal, POR",10,NW,Neutral,21,"6,216.00",12
Romina Soledad Imwinkelried,ARG,06/08/2019,FINA World Cup,"Setubal, POR",10,NW,Neutral,21,"6,217.00",13
Martha Aguilar Ortega,MEX,06/08/2019,FINA World Cup,"Setubal, POR",10,NW,Neutral,21,"6,219.00",14
Julia Arino,ARG,06/08/2019,FINA World Cup,"Setubal, POR",10,NW,Neutral,21,"6,231.00",15
Martha Sandoval,MEX,06/08/2019,FINA World Cup,"Setubal, POR",10,NW,Neutral,21,"6,269.00",16
Hitomi Okamura,JPN,06/08/2019,FINA World Cup,"Setubal, POR",10,NW,Neutral,21,"6,465.01",17
Aide Lourdes Sandoval Ayala,MEX,06/08/2019,FINA World Cup,"Setubal, POR",10,NW,Neutral,21,"6,479.00",18
Catia Iordan Agostinho,POR,06/08/2019,FINA World Cup,"Setubal, POR",10,NW,Neutral,21,"6,486.00",19
Mahina Nicole Valdivia Dannenberg,CHI,06/08/2019,FINA World Cup,"Setubal, POR",10,NW,Neutral,21,"6,492.00",20
Mariana Mendes,POR,06/08/2019,FINA World Cup,"Setubal, POR",10,NW,Neutral,21,"6,501.00",21
end,,,2019_06_08_Setubal_10km_W,,,,,,,
Ana Marcela Cunha,BRA,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,125.40",1
Arianna Bridi,ITA,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,126.20",2
Leonie Beck,GER,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,126.80",3
Haley Anderson,USA,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,128.80",4
Esmee Vermeulen,NED,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,130.30",5
Lea Boy,GER,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,130.90",6
Rachele Bruni,ITA,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,133.10",7
Reka Rohacs,HUN,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,133.60",8
Minami Niikura,JPN,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,133.70",9
Angelica Andre,POR,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,135.10",10
Kalliopi Araouzou,GRE,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,135.60",11
Yumi Kida,JPN,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,136.10",12
Cecilia Biagioli,ARG,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,136.40",13
Anna Olasz,HUN,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,142.80",14
Julia Arino,ARG,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,200.60",15
Caroline Laure Jouisse,FRA,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,238.40",16
Spela Perse,SLO,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,245.60",17
Alena Benesova,CZE,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,246.00",18
Katy Campbell,USA,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,246.50",19
Melinda Novoszath,HUN,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,249.20",20
Becca Mann,USA,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,249.70",21
Maria Bramont-Arias,PER,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,255.20",22
Samantha Arevalo,ECU,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,255.80",23
Romina Soledad Imwinkelried,ARG,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,256.80",24
Onon Katalin Somenek,HUN,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,257.60",25
Jeannette Spiwoks,GER,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,258.00",26
Miriam Frass,GER,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,284.30",27
Ellen Olsson,SWE,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,334.50",28
Luca Vas,HUN,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,355.30",29
Lenka Sterbova,CZE,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,388.20",30
Hitomi Okamura,JPN,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,391.50",31
Janka Juhasz,HUN,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,466.60",32
Betina Lorscheitter,BRA,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,469.00",33
Martha Sandoval,MEX,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,544.00",34
Martha Aguilar Ortega,MEX,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,547.90",35
Mahina Nicole Valdivia Dannenberg,CHI,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,587.50",36
Adel Farkas,HUN,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,643.70",37
Sarah Demicoli,MLT,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,753.10",38
Justyna Burska,POL,06/15/2019,FINA World Cup,"Balatonfured, HUN",10,NW,Neutral,44,"7,806.10",39
